bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,available_copies,publication_date,publisher,subject
1440,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9.78159E+12,eng,192,16666,299,9/13/2005,VIZ Media LLC,{}
1477,The Raven Prince (Princes Trilogy  #1),Elizabeth Hoyt,3.97,446618470,9.78045E+12,eng,392,16024,894,11/01/06,Warner Forever,{}
1478,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,689863624,9.78069E+12,eng,359,16021,594,07/01/03,Aladdin Paperbacks,"{''Family'',''Grandmothers'',''Grandmothers''}"
1441,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,3.78,007141858X,9.78007E+12,eng,345,16662,739,10/10/03,Contemporary Books,{'Nonfiction'}
1444,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,99450259,9.7801E+12,eng,272,16588,1606,4/15/2004,Vintage,"{''Dogs'',''Autisme'',''Dog'',''Dog'',''Psychology'',''Novela'',''Ficción'',''Autisme'',''Curious'',''Aufklärung'',''Konflikt'',''Of'',''Aufklärung'',''Dog'',''Night'',''Swindon''}"
1481,The Hedge Knight (The Tales of Dunk and Egg  #1),Ben Avery/Mike S. Miller/George R.R. Martin/Mike Crowell,4.14,097640110X,9.78098E+12,eng,164,15977,415,2/23/2005,Dabel Brothers Publishing,
1482,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,1400077303,9.7814E+12,eng,832,15971,812,3/30/2004,Vintage,"{''Biography'',''Biography'',''Biografie''}"
1483,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9.78035E+12,en-US,439,15970,438,10/12/85,Del Rey,{}
1484,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.25,60974990,9.78006E+12,eng,272,15923,666,06/12/92,Harper Perennial,"{''Urbanization'',''Unterprivilegierung'',''Unterprivilegierung'',''Disadvantaged'',''Unterprivilegierung'',''Unterprivilegierung'',''Éducation''}"
1485,Alien,Alan Dean Foster,4.09,2290011150,9.78229E+12,eng,270,15901,309,3/29/1979,Grand Central Publishing,{}
1445,The Jester,James Patterson/Andrew Gross,3.8,755300203,9.78076E+12,eng,548,16563,849,03/01/04,Headline,"{''OverDrive'',''Fiction'',''OverDrive''}"
1487,Violin,Anne Rice,3.28,8466302204,9.78847E+12,eng,289,15886,405,01/01/02,Distribooks,"{''AIDS'',''Fiction'',''Musicians''}"
1449,Tales of Ordinary Madness,Charles Bukowski,3.92,872861554,9.78087E+12,eng,238,16544,431,01/01/01,City Lights Publishers,{}
1459,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,380730367,9.78038E+12,eng,375,16329,619,05/02/00,HarperTorch,"{''Psychopathes'',''Psychopaths'',''Stalkers''}"
1490,The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,451530306,9.78045E+12,eng,544,15840,462,05/05/09,Signet,"{''General'',''Fiction'',''Families'',''Psychoanalysis'',''Family'',''Families'',''Sexuality'',''Religion''}"
1461,Zorro,Isabel Allende/Margaret Sayers Peden/محمدعلی مهمان‌نوازان,3.76,006078721X,9.78006E+12,eng,677,16324,1145,05/03/05,HarperLargePrint,"{''History'',''Franciscains'',''Spain'',''California'',''History''}"
1492,The Moon Is Down,John Steinbeck,3.9,141185538,9.78014E+12,eng,144,15806,996,11/30/2000,Penguin Classics,"{''China'',''History'',''Fiction'',''China'',''War''}"
1493,The Power of Art,Simon Schama,3.88,61176109,9.78006E+12,en-US,448,15804,96,11/10/06,Ecco,"{''Art'',''Art''}"
1462,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,1400077095,9.7814E+12,eng,272,16314,1764,07/12/05,Anchor,"{''Fiction'',''Mystery'',''Editors''}"
1463,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,553295411,9.78055E+12,eng,414,16312,175,03/01/92,Spectra Books,{}
1496,Carrion Comfort,Dan Simmons,3.9,446359203,9.78045E+12,eng,884,15742,714,10/01/90,Warner Books,{}
1497,What Do You Care What Other People Think?,Richard P. Feynman,4.27,393320928,9.78039E+12,eng,256,15700,556,01/11/01,W.W. Norton & Company,"{''Natuurkundigen'',''Autobiografie'',''Investigation'',''Physiciens'',''Investigation'',''Physicists''}"
1498,The Executioner's Song,Norman Mailer,4.06,375700811,9.78038E+12,eng,1056,15682,952,4/28/1998,Vintage Books USA,"{''Fernsehproduzent'',''Drama'',''Biography''}"
1465,The Hand of Chaos (The Death Gate Cycle  #5),Margaret Weis/Tracy Hickman,4.06,553563696,9.78055E+12,eng,446,16301,117,11/01/93,Spectra,{'Fiction'}
1500,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,195087453,9.7802E+12,ita,704,15675,244,04/08/04,Oxford University Press  USA,{}
1501,The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83,747236380,9.78075E+12,eng,499,15666,209,5/16/1991,Headline Feature,{}
1502,Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo,Plato/G.M.A. Grube/John M. Cooper,4.13,872206335,9.78087E+12,eng,156,15657,227,10/01/02,Hackett Publishing Company  Inc.,"{''History'',''Platonists'',''Philosophers'',''Ontology'',''Philosophers'',''Love'',''Methodology'',''Logic'',''Dialogen'',''Love'',''Bibliography'',''Filosofie''}"
1503,The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,4.65,1401210821,9.7814E+12,eng,612,15640,512,11/01/06,Vertigo,{}
1466,As the Crow Flies,Jeffrey Archer,4.1,312997116,9.78031E+12,eng,800,16264,621,5/16/2004,St. Martin's Paperbacks,{}
1505,The Memoirs of Cleopatra,Margaret George,4.18,330353829,9.78033E+12,eng,1139,15616,913,01/10/98,MacMillan General Books,{'Fiction'}
1467,The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88,425153975,9.78043E+12,eng,366,16242,298,07/01/96,Berkley,{}
1507,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,4.27,1585673927,9.78159E+12,eng,273,15598,771,3/31/2003,The Overlook Press,"{''Butlers'',''Valets''}"
1508,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,1401210007,9.7814E+12,eng,143,15575,547,07/05/06,Vertigo,{}
1468,A Yellow Raft in Blue Water,Michael Dorris,3.86,312421850,9.78031E+12,en-US,372,16190,897,03/05/03,Picador USA,"{''Teaching'',''Teaching'',''Teaching''}"
10969,La última oportunidad,Eoin Colfer,3.77,307350053,9.78031E+12,spa,258,2,0,04/04/06,Plaza y Janes,"{''Hell'',''Supernatural''}"
1512,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,4.34,1563894815,9.78156E+12,eng,208,15496,281,02/01/99,Vertigo,"{''Journalists'',''Fiction''}"
1513,Sisters,Danielle Steel,3.85,385340222,9.78039E+12,eng,341,15495,1037,2/13/2007,Delacorte Press,"{''Fiction'',''Fiction''}"
1514,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,4.12,802135587,9.7808E+12,eng,814,15468,548,03/09/98,Grove Press (NYC),"{''Guerrillas'',''Biography''}"
1470,Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,3.91,446618748,9.78045E+12,eng,303,16168,505,04/01/07,Grand Central Publishing,{'Werewolves'}
1473,Summer of Night (Seasons of Horror  #1),Dan Simmons,4.02,446362662,9.78045E+12,eng,600,16116,894,03/01/92,Warner Books,"{''Fiction'',''Fiction''}"
1474,Moon Palace,Paul Auster,3.94,140115854,9.78014E+12,eng,320,16099,503,04/01/90,Penguin Books,"{''Fiction'',''Invalids''}"
1475,The Man From St. Petersburg,Ken Follett,3.88,451208706,9.78045E+12,eng,320,16057,663,06/03/03,NAL,"{''Hardcover'',''Thriller'',''Novel'',''Fiction'',''Spies''}"
1476,Goldfinger (James Bond  #7),Ian Fleming,3.8,142002046,9.78014E+12,eng,264,16055,639,8/27/2002,Penguin Books,{'Fiction'}
1520,Certain Prey (Lucas Davenport  #10),John Sandford,4.22,743484193,9.78074E+12,eng,384,15377,416,2/21/2004,Simon & Schuster,{}
1479,Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.99,60519134,9.78006E+12,en-US,404,16006,1049,07/10/12,Harper Paperbacks,"{''Western'',''Western'',''Divorce''}"
1522,The Algebraist,Iain M. Banks,4.02,1597800449,9.7816E+12,eng,434,15363,560,06/01/06,Night Shade Books,{}
1480,The Golden Notebook,Doris Lessing,3.76,006093140X,9.78006E+12,eng,640,16000,1219,02/03/99,Harper Perennial Modern Classics,"{''Diaries'',''Fiction'',''Fiction'',''Fiction''}"
1524,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,61161535,9.78006E+12,eng,321,15345,1075,11/07/06,Harper,"{''Fiction'',''Ficción'',''Espagnols'',''Conquerors'',''Conquerors''}"
1486,Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,4.25,446500038,9.78045E+12,eng,703,15897,381,6/14/2007,Roc,"{''Cousins'',''Fiction''}"
1488,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,4.03,842332367,9.78084E+12,eng,395,15869,248,11/18/2003,Tyndale House Publishers,"{''Armageddon'',''Armageddon''}"
1489,The Damnation Game,Clive Barker,3.82,425188930,9.78043E+12,eng,433,15857,350,11/05/02,Berkley Books,{'Periodicals'}
1528,Ricochet,Sandra Brown,3.97,1416532358,9.78142E+12,eng,400,15225,544,01/02/07,Simon & Schuster,"{''Investigation'',''Murder'',''Fiction''}"
1491,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,515135968,9.78052E+12,eng,323,15827,616,8/26/2003,Berkley Books,"{''Parapsychologists'',''Parapsicología'',''Científicos''}"
1494,Girlfriend in a Coma,Douglas Coupland,3.62,60987324,9.78006E+12,eng,288,15798,612,03/01/99,ReganBooks,"{''Fiction'',''Fiction''}"
1495,Tar Baby,Toni Morrison,3.93,1400033446,9.7814E+12,eng,320,15795,447,06/08/04,Vintage,{}
1499,Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,3.87,60838590,9.78006E+12,eng,464,15680,1074,07/05/05,Harper Perennial,{}
1504,Harvest,Tess Gerritsen,4.11,067155302X,9.78067E+12,eng,368,15619,523,08/01/97,Pocket Books,"{''Transplantation'',''Transplantation'',''Heart'',''Arzt'',''Transplantation'',''Ärztin''}"
1534,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,688172172,9.78069E+12,eng,352,15190,532,8/18/1999,William Morrow Paperbacks,"{''Neurology'',''Neurology''}"
1535,Crazy For You,Jennifer Crusie,3.78,312932812,9.78031E+12,eng,336,15184,445,07/11/04,St. Martin's Paperbacks,{'Romance'}
1506,Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,3.93,756403146,9.78076E+12,en-US,496,15607,487,09/06/05,Daw Books,{'Fiction'}
1509,The Passion,Jeanette Winterson,4.11,802135226,9.7808E+12,eng,176,15572,1008,08/07/97,Grove Press,{}
1510,Elven Star (The Death Gate Cycle  #2),Margaret Weis/Tracy Hickman,3.99,553290983,9.78055E+12,eng,367,15512,219,07/01/91,Spectra Books,{}
1539,Children of God (The Sparrow  #2),Mary Doria Russell,4.06,044900483X,9.78045E+12,eng,451,15158,1417,02/02/99,Ballantine Books,{'Jesuits'}
1511,Saving Faith,David Baldacci,3.88,446608890,9.78045E+12,eng,528,15509,671,09/01/00,Vision,"{''Philanthropists'',''Lobbyists'',''Ficción'',''Ficción'',''Cabilderos''}"
1541,Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94,425199320,9.78043E+12,eng,463,15118,318,12/01/04,G.P. Putnam's Sons,{}
1515,Tourist Season,Carl Hiaasen,3.94,446695718,9.78045E+12,eng,404,15459,669,05/09/05,Warner Books (NY),{'Détectives'}
1543,Story of a Girl,Sara Zarr,3.66,316014532,9.78032E+12,eng,192,15106,1558,01/10/07,Little  Brown Books for Young Readers,"{''Fiction'',''Sex''}"
1544,Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,4.18,1400033721,9.7814E+12,eng,361,15096,452,2/14/2006,Anchor,"{''Oerexplosie'',''Science'',''Cosmologie'',''Heelal'',''Gravitatie'',''Nonfiction'',''Snaartheorie''}"
1545,Bite (Anita Blake  Vampire Hunter  #8.5; Sookie Stackhouse  #5.1; Undead  #2.5; Mageverse  #1.5),Laurell K. Hamilton/Charlaine Harris/MaryJanice Davidson/Angela Knight/Vickie Taylor,3.77,051513970X,9.78052E+12,eng,297,15072,424,12/28/2004,Jove,"{''anthology'',''anthology''}"
1516,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,345346297,9.78035E+12,eng,271,15444,475,12/12/86,Ballantine Books,"{''Hombre'',''Intelligentie'',''Evolución'',''General'',''Hombre'',''Cerebro'',''Evolución''}"
1517,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,60958332,9.78006E+12,eng,448,15441,693,11/07/00,Harper Perennial Modern Classics,"{''Psycholinguistik'',''Cognition'',''Cognition'',''Langage'',''Speech'',''Linguistics'',''Langage'',''Taalpsychologie'',''Biolinguistics'',''Sprache''}"
1518,An Artist of the Floating World,Kazuo Ishiguro,3.76,571225365,9.78057E+12,eng,206,15416,1152,03/03/05,Faber and Faber,"{''Vergangenheitsbewältigung'',''Artists'',''Maler'',''Maler''}"
1519,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,345418476,9.78035E+12,eng,496,15389,109,6/23/1997,Del Rey,{'Fiction'}
1550,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9.78159E+12,eng,192,14923,419,07/05/05,VIZ Media LLC,"{''Мальописи'',''Manga'',''Shonens'',''Манґа''}"
1551,I'll Be Seeing You,Mary Higgins Clark,3.81,671888587,9.78067E+12,eng,307,14904,291,05/01/94,Pocket Books,{'Fiction'}
1552,Tropic of Capricorn,Henry Miller,3.78,802151825,9.7808E+12,eng,348,14872,459,1/13/1994,Grove Press,{'Fiction'}
1553,A History of the World in 6 Glasses,Tom Standage,3.76,802715524,9.7808E+12,eng,336,14820,1686,5/16/2006,Bloomsbury,{'Coffee'}
1521,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,836217691,9.78084E+12,eng,176,15365,290,09/06/94,Andrews McMeel Publishing,"{''Tiger'',''Tigers''}"
1523,Strange Candy (Anita Blake  Vampire Hunter #0.5),Laurell K. Hamilton,3.76,425212017,9.78043E+12,en-US,257,15360,314,10/03/06,Berkley Publishing Group,{'Fiction'}
1556,The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84,143039571,9.78014E+12,eng,586,14789,756,10/03/06,Penguin Classics,"{''Family'',''Depressions'',''Family'',''Travel'',''Depressions''}"
1557,A Home at the End of the World,Michael Cunningham,3.91,312424086,9.78031E+12,eng,342,14769,658,07/01/04,Picador,"{''Sida'',''Hippies'',''Men''}"
1525,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,767915747,9.78077E+12,eng,304,15315,1101,4/13/2004,Broadway Books,{}
1526,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.78,425197395,9.78043E+12,eng,391,15305,494,04/06/04,G.P. Putnam's Sons,{}
1527,Path of the Assassin (Scot Harvath  #2),Brad Thor,4.17,141651631X,9.78142E+12,eng,367,15270,485,07/01/05,Pocket Books,
1529,Essentials of Classic Italian Cooking,Marcella Hazan/Karin Kretschmann,4.16,039458404X,9.78039E+12,eng,704,15222,163,10/27/1992,Knopf Publishing Group,{}
1530,La Dame aux Camélias,Alexandre Dumas fils/David Coward,3.99,192836382,9.78019E+12,eng,256,15211,411,3/30/2000,Oxford University Press,"{''Fiction'',''Patients'',''Tuberculosis'',''Courtesans''}"
1531,Moonraker (James Bond  #3),Ian Fleming,3.74,142002062,9.78014E+12,eng,247,15204,780,12/31/2002,Penguin Books,"{''Fiction'',''Fiction''}"
1564,Embroideries,Marjane Satrapi/Anjali Singh,3.86,375714677,9.78038E+12,eng,144,14654,1121,4/18/2006,Pantheon,{}
1565,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,3.85,743284887,9.78074E+12,en-US,374,14639,667,09/05/06,Scribner Book Company,{'Populärkultur'}
1532,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,4.11,670557110,9.78067E+12,en-US,126,15193,173,9/18/1959,Viking Books for Young Readers,{'Girls'}
1533,Round Ireland with a Fridge,Tony Hawks,3.79,312274920,9.78031E+12,en-US,248,15191,838,03/07/01,Thomas Dunne Books,"{''Tony'',''Hawks'',''Hawks'',''Hawks''}"
1536,Sidetracked (Kurt Wallander  #5),Henning Mankell/Steven T. Murray,4.07,1400031567,9.7814E+12,eng,432,15178,574,5/13/2003,Vintage Crime/Black Lizard,"{''Fiction'',''Literature''}"
1569,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,4.04,441011241,9.78044E+12,eng,280,14549,468,10/28/2003,Ace,"{''Fantasy'',''Ficción'',''Magic'',''Magia'',''Wizards''}"
1570,Night Over Water,Ken Follett,3.82,451211472,9.78045E+12,eng,448,14545,652,04/06/04,NAL,"{''Romance'',''Romance'',''Aventures''}"
1537,V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,2020418770,9.78202E+12,fre,640,15174,561,01/02/01,Contemporary French Fiction,{'Bohemianism'}
1538,The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,3.86,451454243,9.78045E+12,eng,462,15171,322,04/01/95,Roc,"{''Fiction'',''Britons'',''Romans''}"
1573,The Gun Seller,Hugh Laurie,3.68,067102082X,9.78067E+12,eng,340,14495,1434,10/01/98,Washington Square Press,{'Fiction'}
1574,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,373802544,9.78037E+12,eng,507,14477,868,07/01/05,Luna,"{''Fantasy'',''Murder''}"
1575,Skin Tight (Mick Stranahan  #1),Carl Hiaasen,3.96,446695696,9.78045E+12,en-US,420,14475,571,04/12/05,Warner Books (NY),{}
1540,The Vanished Man (Lincoln Rhyme  #5),Jeffery Deaver,4.1,743437810,9.78074E+12,en-US,560,15135,584,07/01/04,Pocket Books,"{''Quadriplegics'',''Murder'',''Police''}"
1542,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,037581423X,9.78038E+12,eng,240,15116,663,09/11/01,Knopf Books for Young Readers,{}
1578,Forever Amber,Kathleen Winsor,3.99,141009829,9.78014E+12,eng,972,14409,849,7/25/2002,Penguin,"{''Fiction'',''Women'',''Histoire'',''Histoire'',''Women''}"
1546,Back When We Were Grownups,Anne Tyler,3.52,345477243,9.78035E+12,eng,336,15040,1239,10/26/2004,Ballantine Books,"{''Widows'',''Women'',''Identity'',''Fiction''}"
1580,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,3.76,1572703857,9.78157E+12,eng,0,14388,411,3/16/2004,HarperCollins Publishers,"{''Dentists'',''Police'',''Détectives'',''Police''}"
1581,The Man Who Smiled (Kurt Wallander #4),Henning Mankell/Laurie Thompson,3.93,1565849930,9.78157E+12,eng,325,14322,521,9/19/2006,The New Press,"{''Fiction'',''Policía'',''Mystery''}"
1582,The Greatest Generation,Tom Brokaw,4.01,812975294,9.78081E+12,eng,464,14233,914,05/01/01,Random House Trade Paperbacks,"{''Nonfiction'',''Biography''}"
1583,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,141439564,9.78014E+12,eng,512,14228,668,12/31/2002,Penguin Books,"{''Bildungsromans'',''Bildungsromans'',''Orphans'',''Fiction'',''Roman'',''Newspapers'',''Pirates'',''Benefactors'',''Fiction'',''Manuscripts''}"
1547,Principle-Centered Leadership,Stephen R. Covey,4.1,671792806,9.78067E+12,eng,336,15003,140,10/01/92,Free Press,"{''Success'',''Leadership''}"
1548,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,4.26,451530098,9.78045E+12,eng,240,14962,61,03/07/06,Signet,"{''classism'',''Collections'',''musicals'',''Musicals'',''Musicals''}"
1623,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,9.78049E+12,eng,64,13562,141,02/02/96,Dover Publications,{}
1549,Laughable Loves,Milan Kundera/Suzanne Rappaport,3.87,571206921,9.78057E+12,eng,287,14928,470,8/21/2000,Faber & Faber,{'Fiction'}
1554,The Man With a Load of Mischief (Richard Jury  #1),Martha Grimes,3.99,451410815,9.78045E+12,eng,272,14812,461,02/04/03,Berkley Books,"{''Fiction'',''Fiction''}"
1587,Sam Walton: Made In America,Sam Walton/John Huey,4.15,553562835,9.78055E+12,eng,346,14157,610,06/01/93,Bantam,"{''History'',''Biography''}"
1588,Crow Lake,Mary Lawson,3.88,385337639,9.78039E+12,eng,324,14109,1591,1/13/2003,Dial Press Trade Paperback,{'Fiction'}
1589,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,142003255,9.78014E+12,eng,326,14108,428,09/02/03,Penguin Books,{'Fiction'}
1555,Blue Noon (Midnighters  #3),Scott Westerfeld,3.85,60519592,9.78006E+12,eng,384,14798,718,02/06/07,Eos,{'Fiction'}
1558,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald/Alexandra Boiger,4.24,64401499,9.78006E+12,eng,125,14745,203,8/14/2007,HarperCollins,"{''Fiction'',''Behavior''}"
1559,The Johnstown Flood,David McCullough,4.11,844662925,9.78084E+12,eng,302,14739,1199,01/01/90,Peter Smith Publisher,
1593,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,553293427,9.78055E+12,eng,308,14022,452,12/01/91,Bantam,{'Fiction'}
1594,Shock Wave (Dirk Pitt  #13),Clive Cussler,4.02,743449673,9.78074E+12,eng,537,14019,260,01/01/96,Downtown Press,
1560,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,1578562589,9.78158E+12,eng,256,14711,442,7/18/2000,Waterbrook Press,{'Nonfiction'}
1596,The Wish List,Eoin Colfer,3.77,439443369,9.78044E+12,eng,252,13988,589,07/01/04,Scholastic Inc.,{'Fiction'}
1597,The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,142302457,9.78014E+12,eng,32,13986,525,3/24/2003,Puffin,"{''Crocodiles'',''Fiction''}"
