bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,subject
477,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.83,62515675,9.78E+12,eng,208,71133,3741,4/21/1999,HarperOne,"{'Ficción', 'Succes', 'Fábulas'}"
478,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,9.78E+12,eng,499,71042,2767,05/02/00,Spectra,"{'Nanotechnology', 'Fiction'}"
479,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,446698873,9.78E+12,eng,348,70771,1815,8/16/2006,Mysterious Press,"{'Policía', 'Fiction', 'noir', 'Novela', 'Ficción', 'Ficcion', 'Ficcion', 'police'}"
480,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,61122092,9.78E+12,eng,208,70760,2702,5/23/2006,HarperOne,{'Fiction'}
481,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,60541431,9.78E+12,eng,322,70689,4067,12/21/2010,HarperCollins Publishers,"{'Family', 'Courrier', 'Family', 'Grief', 'Voyages', 'Family', 'Voyages'}"
482,Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,4.25,1903436575,9.78E+12,eng,488,70617,614,8/21/1997,Bloomsbury Academic,"{'Quartos', 'General', 'Genealogy', 'Sonnets', 'Love', 'Russia'}"
483,A Scanner Darkly,Philip K. Dick,4.02,057507681X,9.78E+12,eng,219,70604,1925,8/17/2006,Gollancz,{'Police'}
484,Dreamland,Sarah Dessen,3.91,142401757,9.78E+12,eng,250,70043,3881,05/11/04,Speak,{}
485,Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich/Anne Rice/John Bolton/Daerick Gröss,4.2,345373944,9.78E+12,eng,404,70039,138,11/30/1991,Ballantine Books,"{'Fiction', 'Fiction'}"
486,Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,3.97,140003471X,9.78E+12,eng,120,69912,2789,10/07/03,Vintage,"{'Death', 'Murder', 'Fiction', 'Fiction', 'Muerte', 'Ficción', 'Murder', 'Venganza', 'Honor'}"
487,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,1579126243,9.78E+12,eng,252,69806,2470,09/01/06,Black Dog & Leventhal Publishers,"{'Humour', 'Suspense', 'Literature', 'Belgians', 'Suspense', 'Stories', 'Fiction'}"
488,The Maltese Falcon,Dashiell Hammett,3.91,752865331,9.78E+12,eng,213,69254,2997,03/01/05,Orion,{}
489,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9.78E+12,eng,544,69167,4551,9/29/1996,Ballantine Books,"{'Boxing', 'Fiction', 'Courage', 'Prisons', 'Boxing'}"
490,My Life in France,Julia Child/Alex Prud'Homme,4.17,1400043468,9.78E+12,eng,336,69153,6152,04/04/06,Knopf Publishing Group,"{'Biography', 'Nonfiction', 'Nonfiction'}"
491,The House of Mirth,Edith Wharton/Nina Bawden,3.95,1844082938,9.78E+12,eng,351,69014,3180,1/19/2006,Virago,"{'Fiction', 'Drama', 'Fiction'}"
492,A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum,3.95,037571894X,9.78E+12,eng,353,68918,3022,04/09/02,Vintage,{}
493,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,743272501,9.78E+12,eng,518,68763,3394,12/05/06,Atria Books,"{'History', 'Kings'}"
494,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,385720106,9.78E+12,en-GB,400,68554,1476,12/03/99,Anchor Books,"{'Child', 'Child', 'Children'}"
495,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,446698466,9.78E+12,eng,204,68379,3083,09/05/06,Grand Central Publishing,{'Fiction'}
496,The Mermaid Chair,Sue Monk Kidd,3.13,143036696,9.78E+12,eng,368,68363,5816,03/07/06,Penguin Books,"{'Islands', 'Islands'}"
497,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,044669651X,9.78E+12,eng,465,68228,2425,04/11/06,Grand Central Publishing,"{'Fiction', 'Fiction'}"
498,The King of Torts,John Grisham,3.68,385339658,9.78E+12,eng,276,68098,1705,12/27/2005,Delta,"{'Torts', 'Torts', 'Farmacéuticos', 'Novela', 'Thriller', 'Fiction'}"
499,A Painted House,John Grisham,3.7,385337930,9.78E+12,eng,384,67857,3375,02/03/04,Bantam,"{'Bildungsromans', 'Bildungsromans', 'Fiction'}"
500,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9.78E+12,en-US,307,67803,1401,2/15/1991,Pocket Books,"{'Fiction', 'Fiction', 'horoscopes'}"
501,The Laughing Corpse (Anita Blake  Vampire Hunter  #2),Laurell K. Hamilton,4.12,425204669,9.78E+12,en-US,301,67686,1409,08/02/05,Berkley,"{'Voodooism', 'Vodou', 'Vampires'}"
502,Everyone Worth Knowing,Lauren Weisberger,3.4,1416543007,9.78E+12,en-US,448,67653,1680,12/26/2006,Pocket Books,{'Socialites'}
503,Assassin's Quest (Farseer Trilogy  #3),Robin Hobb,4.18,553565699,9.78E+12,eng,757,67473,1967,01/05/98,Spectra,"{'Fantasy', 'Imperialism', 'Assassins', 'Assassins'}"
504,Salem Falls,Jodi Picoult,3.82,743418719,9.78E+12,eng,434,67431,3066,08/01/02,Washington Square Press,{'Literature'}
505,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,60885424,9.78E+12,eng,422,67427,1048,01/01/07,HarperTrophy,"{'Families', 'Fiction'}"
506,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,316010707,9.78E+12,eng,389,67271,5246,10/17/2005,Back Bay Books,{'Mystery'}
507,Tara Road,Maeve Binchy,3.9,440235596,9.78E+12,eng,648,66629,1712,7/18/2000,Dell,"{'Women', 'Fiction', 'Fiction'}"
508,The Kitchen God's Wife,Amy Tan,4.01,143038109,9.78E+12,en-US,416,66503,1661,9/21/2006,Penguin Books,{'Families'}
509,The Miraculous Journey of Edward Tulane,Kate DiCamillo/Bagram Ibatoulline,4.37,763625892,9.78E+12,eng,200,66426,8035,2/14/2006,Candlewick Press,"{'Conejos', 'Listening', 'Toys', 'Love', 'Juguetes', 'Listening', 'Conejos', 'Listening'}"
510,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,1593080646,9.78E+12,en-US,688,66382,109,10/25/2004,Barnes  Noble Classics,"{'busts', 'maces', 'nobility', 'pseudoscience', 'cats', 'Laments', 'Fiction', 'hoaxes', 'tuberculosis', 'Poetry', 'Hematidrosis', 'Crime', 'whirlpools', 'aristocracy', 'tarns', 'Hypnagogia', 'Homicide', 'Murder', 'Grief', 'whirlpools', 'Hyperesthesia', 'mountaineering', 'plagues', 'monomania', 'dragons', 'fear', 'catalepsy', 'Homicide', 'maces', 'Homicide', 'maces'}"
511,Hawaii,James A. Michener,4.2,375760377,9.78E+12,eng,1136,66298,1383,07/09/02,Dial Press Trade Paperback,"{'Immigrants', 'Immigrants', 'Fiction', 'Immigrants'}"
512,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,4.03,078684907X,9.78E+12,eng,452,66017,4284,05/01/06,Disney-Hyperion,"{'Friendship', 'Magic', 'Fiction', 'Orphelins', 'Pirates', 'Magic', 'Magie', 'Friendship'}"
513,Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,3.46,802140181,9.78E+12,eng,289,65998,2497,1/26/2004,Grove Press,{'Fiction'}
514,Ham on Rye,Charles Bukowski,4.14,006117758X,9.78E+12,eng,288,65829,2318,7/29/2014,Ecco,"{'Literature', 'Alcoholics'}"
515,What Is the What,Dave Eggers,4.16,1932416641,9.78E+12,eng,475,65767,6203,10/18/2006,McSweeney's,"{'History', 'Fiction'}"
516,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.04,787960756,9.78E+12,eng,227,65444,2866,04/11/02,Jossey-Bass,{'Leadership'}
517,Watermelon (Walsh Family  #1),Marian Keyes,3.78,99489988,9.78E+12,eng,520,65441,1233,07/07/05,Arrow,{}
518,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,812565959,9.78E+12,eng,451,65344,1419,12/09/01,Tor Books,{'Fiction'}
519,Intensity,Dean Koontz,4.04,553582917,9.78E+12,eng,436,65221,2345,10/31/2000,Bantam,{}
520,A Long Way Down,Nick Hornby,3.42,1594481938,9.78E+12,eng,368,65202,3943,05/02/06,Riverhead Books,"{'Gruppe', 'Gruppe', 'Hochhaus', 'Hochhaus'}"
521,Diary,Chuck Palahniuk,3.61,1400032814,9.78E+12,eng,262,65139,2120,9/14/2004,Anchor,"{'Coma', 'Marriage', 'Coma', 'Coma'}"
522,Nick & Norah's Infinite Playlist,Rachel Cohn/David Levithan,3.71,375835318,9.78E+12,eng,183,65091,2971,5/23/2006,Alfred A. Knopf Books for Young Readers,{}
523,I Capture the Castle,Dodie Smith,4,312181108,9.78E+12,eng,343,65013,5954,3/31/1998,Wyatt Book,"{'Fiction', 'Castles'}"
524,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,399154094,9.78E+12,eng,352,64473,7744,1/18/2007,G.P. Putnam's Sons,{}
525,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15,1590860624,9.78E+12,eng,14,64395,1617,5/17/2002,Brilliance Audio,
526,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,446690457,9.78E+12,eng,510,64309,2025,07/01/02,Grand Central Publishing,{}
527,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,3.99,805080481,9.78E+12,en-US,190,64278,2525,5/16/2006,Square Fish,"{'Swine', 'Heroes', 'Swine'}"
528,The Dispossessed,Ursula K. Le Guin,4.22,61054887,9.78E+12,eng,387,64196,3525,10/20/1994,Harper Voyager,"{'Physicists', 'Physicists', 'Ficción', 'Physicists'}"
529,Mother Night,Kurt Vonnegut Jr.,4.22,385334141,9.78E+12,eng,282,64096,2316,05/11/99,Dial Press,"{'Fiction', 'Prisoners'}"
530,The Lunatic Cafe (Anita Blake  Vampire Hunter #4),Laurell K. Hamilton,4.12,425201376,9.78E+12,eng,352,64036,962,03/01/05,Berkley Hardcover,"{'Werewolves', 'Vampires'}"
531,The Trumpet of the Swan,E.B. White/Fred Marcellino,4.08,64408671,9.78E+12,eng,252,63915,1825,10/03/00,HarperCollins,"{'Stories', 'Fantasy', 'Swans', 'Swans', 'Cisnes'}"
532,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,64404773,9.78E+12,eng,256,63876,3744,6/30/1993,HarperCollins,"{'beauty', 'Rose', 'Sisters', 'beast', 'Folklore', 'robinmckinley'}"
533,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,812973011,9.78E+12,eng,333,63813,4347,8/31/2004,Random House Trade,"{'Poor', 'Humanitarians', 'Médecins', 'Biographies', 'Ontwikkelingslanden'}"
534,The Doll's House (The Sandman  #2),Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,4.44,1563892251,9.78E+12,eng,232,63599,1518,03/10/99,Vertigo,"{'Fiction', 'Dreams'}"
535,The Book of Ruth,Jane Hamilton,3.85,385265700,9.78E+12,en-US,328,63595,1222,12/01/89,Anchor Books,"{'Fiction', 'Women'}"
536,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,4.01,055380491X,9.78E+12,eng,384,63501,1663,9/26/2006,Bantam,"{'Nonfiction', 'Cognition', 'Emotions', 'Cognition', 'Success'}"
537,Ubik,Philip K. Dick/David Alabort/Manuel Espín,4.09,8498000831,9.79E+12,spa,288,63422,2486,05/01/06,La factoría de ideas,{'Explosions'}
538,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,4.28,552152951,9.78E+12,eng,352,63287,1445,04/01/05,Corgi,"{'Fantasy', 'Death'}"
539,Still Life with Woodpecker,Tom Robbins,4.05,184243022X,9.78E+12,eng,288,63155,2286,04/09/01,No Exit Press,"{'Revolutionaries', 'Anarchists', 'Allegories'}"
540,Corelli's Mandolin,Louis de Bernières,3.98,067976397X,9.78E+12,eng,437,62954,1791,8/29/1995,Vintage,{'Novela'}
541,Rules of Prey (Lucas Davenport  #1),John Sandford,4.11,425205819,9.78E+12,eng,479,62767,1738,08/02/05,G.P. Putnam's Sons,{'Fiction'}
542,His Majesty's Dragon (Temeraire  #1),Naomi Novik,4.05,345481283,9.78E+12,eng,356,62589,4920,3/28/2006,Del Rey,{'Fantasy'}
543,Possession,A.S. Byatt,3.89,679735909,9.78E+12,eng,555,62580,3465,10/01/91,Vintage,{}
544,The Bachman Books,Richard Bachman/Stephen King,4.11,452277752,9.78E+12,eng,704,62529,494,10/01/96,Plume,"{'autopilot', 'catatonia', 'blacklisting', 'overdubbing', 'roads', 'Horror', 'carjacking', 'expulsion', 'Horror', 'ghetto', 'ghetto', 'Competition', 'catatonia', 'skyscrapers', 'roads', 'ghetto', 'carjacking'}"
545,4th of July (Women's Murder Club  #4),James Patterson/Maxine Paetro,4.07,446613363,9.78E+12,eng,448,62523,1674,06/01/06,Vision,"{'Policia', 'Policewomen', 'Policewomen', 'OverDrive', 'Novela'}"
546,As You Like It,William Shakespeare,3.83,074348486X,9.78E+12,eng,263,62368,1291,8/23/2011,Simon Schuster,"{'Quotations', 'Comedy', 'Drama', 'Comedy', 'Drama'}"
547,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,385729367,9.78E+12,eng,384,62199,1613,01/09/07,Delacorte Books,{}
548,Cyrano de Bergerac,Edmond Rostand/Eteel Lawson/Lowell Bair,4.06,451528921,9.78E+12,eng,240,62116,1119,08/05/03,Signet Classics,"{'Love', 'Chinese', 'Toneelstukken', 'Fiction', 'Frans', 'Spanish', 'Fiction'}"
549,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,9.78E+12,eng,272,62089,3324,07/02/04,Scribner,{'Civilization'}
550,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,9.78E+12,eng,258,61760,2600,10/01/98,Gallery Books,"{'Income', 'Richesse', 'Millionaires', 'Finance'}"
551,Wild Magic (Immortals  #1),Tamora Pierce,4.32,1416903437,9.78E+12,eng,362,61677,1448,06/01/05,Simon Pulse,"{'Fantasy', 'Magic', 'Tortal', 'Supernatural', 'Fiction'}"
552,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9.78E+12,eng,797,61640,1951,9/30/2003,Penguin Classics,"{'Americans', 'Romance', 'Grammar'}"
553,How to Stop Worrying and Start Living,Dale Carnegie,4.12,671035975,9.78E+12,eng,358,61639,1607,10/05/04,Gallery Books,"{'Éxito', 'Success', 'Lebensführung'}"
554,Forever Odd (Odd Thomas  #2),Dean Koontz,3.97,553588265,9.78E+12,eng,364,61555,2263,10/31/2006,Bantam Books,"{'OverDrive', 'OverDrive', 'Thriller', 'Fiction'}"
555,Disgrace,J.M. Coetzee,3.84,143036378,9.78E+12,eng,220,61545,3916,8/30/2005,Penguin Books,{'rape'}
556,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,553375938,9.78E+12,eng,338,61435,1290,6/13/2006,Ember,"{'Fiction', 'Fiction', 'Friendship'}"
557,Ghost Story,Peter Straub,3.95,671685635,9.78E+12,eng,567,61330,1520,09/01/89,Pocket Books / Simon & Schuster  Inc.,{}
558,Phantoms,Dean Koontz,3.94,425181103,9.78E+12,eng,448,61123,1047,02/05/02,Berkley,"{'Fiction', 'Fiction'}"
559,Color: A Natural History of the Palette,Victoria Finlay,3.78,812971426,9.78E+12,en-US,464,61033,558,12/30/2003,Random House Trade Paperbacks,{'Histoire'}
560,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,140280197,9.78E+12,eng,452,60946,3167,09/01/00,Penguin (Business),"{'Gesellschaft', 'Nutzung', 'Success', 'Motivational', 'Audiobooks', 'Business'}"
561,Bloody Bones (Anita Blake  Vampire Hunter #5),Laurell K. Hamilton,4.11,425205673,9.78E+12,eng,336,60937,959,11/01/05,Berkley Hardcover,"{'Fiction', 'Fiction'}"
562,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,60851988,9.78E+12,eng,309,60787,1693,5/23/2006,William Morrow,"{'Americans', 'Fiction'}"
563,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,4.17,374525641,9.78E+12,eng,341,60656,4194,9/30/1998,Noonday Press,"{'Epilepsy', 'Kulturkonflikt'}"
564,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,4.23,552154288,9.78E+12,eng,432,60162,1373,10/02/06,Corgi,"{'Magos', 'Fiction', 'Fantasy', 'mythology', 'Ficción'}"
565,Every Which Way But Dead (The Hollows  #3),Kim Harrison,4.29,006057299X,9.78E+12,eng,501,60083,1213,6/28/2005,HarperTorch,"{'Español', 'Novela', 'Fiction', 'Fantasy', 'Novela'}"
566,Boy Meets Boy,David Levithan,3.84,375832998,9.78E+12,eng,185,59799,3373,05/10/05,Alfred A. Knopf,{'Fiction'}
567,The Valley of Horses (Earth's Children  #2),Jean M. Auel,4,553381660,9.78E+12,en-US,544,59723,1733,6/25/2002,Bantam,"{'Novela', 'Ficción', 'Ficción', 'Novela'}"
568,The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,375757856,9.78E+12,eng,528,59709,2819,09/11/01,Modern Library,"{'Poison', 'Bantam', 'Fear', 'Anger', 'Spanish', 'Spanish', 'Death', 'Wilkie', 'Collins', 'Wilkie', 'Kidnapping', 'Fiction', 'General', 'Swords', 'Joy', 'Classics'}"
569,All-American Girl (All-American Girl  #1),Meg Cabot,3.74,64472779,9.78E+12,eng,398,59683,1728,7/22/2003,HarperTrophy,{'Presidents'}
570,South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,3.87,99448572,9.78E+12,eng,190,59657,2612,12/01/06,Vintage,{'Fiction'}
571,The Killing Dance (Anita Blake  Vampire Hunter  #6),Laurell K. Hamilton,4.13,425209067,9.78E+12,en-US,368,59524,946,04/04/06,Berkley Hardcover,{'Fiction'}
572,Next,Michael Crichton,3.5,60872985,9.78E+12,eng,431,59354,2540,11/28/2006,Harper,"{'Fiction', 'patents', 'shotguns', 'Genetics', 'hybrids', 'homework', 'Neanderthals', 'orangutans', 'Neanderthals', 'dissection', 'chimpanzees', 'skulls', 'mutation'}"
573,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,345434803,9.78E+12,eng,457,59191,710,10/03/00,Ballantine Books,"{'Vampires', 'Vampires', 'Literature'}"
574,Lisey's Story,Stephen King,3.68,743289412,9.78E+12,eng,513,59097,2709,10/24/2006,Scribner,"{'Psychology', 'Tortura', 'Tortura', 'Novela', 'supernatural', 'Viudas'}"
575,Trainspotting,Irvine Welsh/Eric Lindor Fall,4.09,2020336464,9.78E+12,fre,344,59077,857,03/06/98,Seuil,
576,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,60832819,9.78E+12,eng,336,58917,2575,07/03/06,HarperOne,"{'Ficción', 'Marriage', 'Matrimonio', 'Marriage'}"
577,The Summons,John Grisham,3.69,385339593,9.78E+12,eng,384,58901,1642,9/27/2005,Delta,"{'Mississippi', 'Abogados', 'Abogados', 'Presos', 'Novela', 'Presos', 'Suspense'}"
578,Burnt Offerings (Anita Blake  Vampire Hunter  #7),Laurell K. Hamilton,4.08,515134473,9.78E+12,en-US,392,58849,832,9/24/2002,Berkley Books,{}
579,Out of the Silent Planet (The Space Trilogy  #1),C.S. Lewis,3.93,7157150,9.78E+12,eng,224,58756,2528,12/05/05,HarperCollins,{'Linguists'}
580,Jack & Jill (Alex Cross  #3),James Patterson,3.96,446692654,9.78E+12,eng,466,58414,1191,08/01/03,Grand Central Publishing,"{'General', 'OverDrive', 'Fiction', 'OverDrive'}"
581,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,61020613,9.78E+12,eng,374,58408,1272,7/30/2002,HarperTorch,{}
582,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,1933718005,9.78E+12,en-GB,32,57737,1628,10/15/1993,Tanglewood,{'Raccoon'}
583,The Jane Austen Book Club,Karen Joy Fowler,3.08,452286530,9.78E+12,eng,288,57720,3535,4/26/2005,G.P. Putnam's Sons,"{'Appreciation', 'Criticism', 'Fiction', 'Criticism', 'Skönlitteratur'}"
584,Birdsong,Sebastian Faulks,4.09,679776818,9.78E+12,eng,483,57513,2306,06/02/97,Vintage International,{}
585,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,425201449,9.78E+12,eng,351,57415,920,12/28/2004,Berkley,{}
586,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,4.24,375714669,9.78E+12,eng,187,57309,2308,08/02/05,Pantheon Books,"{'History', 'Iranians', 'Cartoonists'}"
587,The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9.78E+12,eng,152,57011,3332,10/17/2006,Harper Perennial,"{'posthorn', 'posthorn', 'Fiction', 'Odyssea'}"
588,A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,4.19,1416509879,9.78E+12,eng,356,57010,2634,04/01/06,Pocket Star,
589,Terrier (Beka Cooper  #1),Tamora Pierce,4.15,037581468X,9.78E+12,eng,581,56973,1623,10/24/2006,Random House,"{'Magic', 'Fiction', 'Magic', 'Police'}"
590,Pope Joan,Donna Woolfolk Cross,4.08,345416260,9.78E+12,eng,422,56471,3809,06/09/09,Ballantine Books (NY),{}
591,Travels with Charley: In Search of America,John Steinbeck,4.08,142000701,9.78E+12,eng,214,56349,3738,02/05/02,Penguin,"{'Biography', 'Travel', 'Travel', 'Biographies'}"
592,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.95,1841493139,9.78E+12,eng,467,56333,1565,1/31/2004,Orbit,"{'Magic', 'Fiction', 'Fiction'}"
593,While I Was Gone,Sue Miller,3.69,345443284,9.78E+12,eng,304,56320,1185,05/12/00,Ballantine Books,{}
594,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,4.02,1400032059,9.78E+12,eng,541,56290,3238,10/10/06,Vintage,"{'Origines', 'Nonfiction', 'Civilization', 'Origines', 'Origines'}"
595,Monster,Walter Dean Myers,3.72,64407314,9.78E+12,eng,281,56171,5341,03/05/19,Amistad,{'Fiction'}
596,Fall on Your Knees,Ann-Marie MacDonald,3.96,743466527,9.78E+12,eng,672,55988,2434,10/29/2002,Pocket Books,"{'Fiction', 'Family'}"
597,Less Than Zero,Bret Easton Ellis,3.58,679781498,9.78E+12,eng,208,55900,2543,06/09/10,Vintage Books,{'Fiction'}
598,Galápagos,Kurt Vonnegut Jr.,3.88,385333870,9.78E+12,eng,324,55850,1990,01/12/99,Dial Press,{}
599,White Noise,Don DeLillo,3.87,140283307,9.78E+12,eng,320,55821,2523,06/01/99,Penguin Books,{'Fiction'}
600,A Passage to India,E.M. Forster/Oliver Stallybrass/Pankaj Mishra,3.68,014144116X,9.78E+12,eng,376,55810,2148,8/30/2005,Penguin Books,"{'Literary', 'Classics', 'Fiction', 'Fiction'}"
601,I Am Legend,Richard Matheson,4.07,1857988094,9.78E+12,eng,160,55751,3104,1/21/1999,Millenium,{}
602,The Cricket in Times Square,George Selden/Garth Williams,4.02,440228891,9.78E+12,eng,134,55747,1374,05/11/99,Yearling,"{'Animals', 'Ratones', 'Animals', 'Stories', 'Gatos', 'Fiction'}"
603,Blue Moon (Anita Blake  Vampire Hunter  #8),Laurell K. Hamilton,4.05,515134457,9.78E+12,en-US,418,55670,835,9/24/2002,Berkley Books,{}
